LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1752174597.428255,209206.000,32218,2,GY,1,100,3.387
1752174597.468255,209246.000,32218,2,GY,1,100,1.526
1752174597.508255,209286.000,32234,3,GY,1,100,-0.885
1752174597.548255,209326.000,32234,3,GY,1,100,-2.014
1752174597.588255,209366.000,32234,3,GY,1,100,-2.167
1752174597.628255,209406.000,32251,2,GY,1,100,-1.648
1752174597.668255,209446.000,32251,2,GY,1,100,-1.526
1752174597.708255,209486.000,32268,3,GY,1,100,-1.740
1752174597.748255,209526.000,32268,3,GY,1,100,-0.519
1752174597.788255,209566.000,32268,3,GY,1,100,-0.427
1752174597.828255,209606.000,32285,2,GY,1,100,-0.946
1752174597.868255,209646.000,32285,2,GY,1,100,-1.465
1752174597.908255,209686.000,32303,3,GY,1,100,-2.777
1752174597.948255,209726.000,32303,3,GY,1,100,-3.265
1752174597.988255,209766.000,32303,3,GY,1,100,-2.289
1752174598.028255,209806.000,32323,3,GY,1,100,-0.031
1752174598.068255,209846.000,32323,3,GY,1,100,1.678
1752174598.108255,209886.000,32323,3,GY,1,100,0.702
1752174598.148255,209926.000,32339,2,GY,1,100,0.458
1752174598.188255,209966.000,32339,2,GY,1,100,3.387
1752174598.228255,210006.000,32356,3,GY,1,100,7.904
1752174598.268255,210046.000,32356,3,GY,1,100,14.191
1752174598.308255,210086.000,32356,3,GY,1,100,19.440
1752174598.348255,210126.000,32371,2,GY,1,100,18.341
1752174598.388255,210166.000,32371,2,GY,1,100,9.033
1752174598.428255,210206.000,32388,3,GY,1,100,-0.183
1752174598.468255,210246.000,32388,3,GY,1,100,-3.967
1752174598.508255,210286.000,32388,3,GY,1,100,-6.409
1752174598.548255,210326.000,32406,2,GY,1,100,-7.812
1752174598.588255,210366.000,32406,2,GY,1,100,-6.439
1752174598.623588,210401.333,32424,3,GY,1,100,-6.104
1752174598.658921,210436.667,32424,3,GY,1,100,-6.989
1752174598.694255,210472.000,32424,3,GY,1,100,-7.202
1752174598.734255,210512.000,32438,3,GY,1,100,-7.721
1752174598.774255,210552.000,32438,3,GY,1,100,-6.226
1752174598.814255,210592.000,32438,3,GY,1,100,-5.188
1752174598.854255,210632.000,32457,2,GY,1,100,-4.761
1752174598.894255,210672.000,32457,2,GY,1,100,-3.174
1752174598.934255,210712.000,32473,3,GY,1,100,-1.465
1752174598.974255,210752.000,32473,3,GY,1,100,-0.732
1752174599.014255,210792.000,32473,3,GY,1,100,-0.122
1752174599.054255,210832.000,32493,2,GY,1,100,0.183
1752174599.094255,210872.000,32493,2,GY,1,100,-1.068
1752174599.134255,210912.000,32507,3,GY,1,100,-0.793
1752174599.174255,210952.000,32507,3,GY,1,100,0.885
1752174599.214255,210992.000,32507,3,GY,1,100,1.740
1752174599.254755,211032.500,32524,2,GY,1,100,1.709
1752174599.295255,211073.000,32524,2,GY,1,100,0.885
1752174599.335255,211113.000,32541,3,GY,1,100,1.129
1752174599.375255,211153.000,32541,3,GY,1,100,1.556
1752174599.415255,211193.000,32541,3,GY,1,100,1.892
1752174599.455254,211233.000,32558,2,GY,1,100,1.099
1752174599.495254,211273.000,32558,2,GY,1,100,0.214
1752174599.535254,211313.000,32574,3,GY,1,100,0.397
1752174599.575254,211353.000,32574,3,GY,1,100,1.678
1752174599.615254,211393.000,32574,3,GY,1,100,3.235
