LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1752617376.224567,290834.000,45172,2,MZ,1,100,-59
1752617376.264567,290874.000,45172,2,MZ,1,100,-58
1752617376.304567,290914.000,45189,3,MZ,1,100,-58
1752617376.344567,290954.000,45189,3,MZ,1,100,-57
1752617376.384567,290994.000,45189,3,MZ,1,100,-59
1752617376.424567,291034.000,45205,2,MZ,1,100,-59
1752617376.464566,291074.000,45205,2,MZ,1,100,-60
1752617376.504566,291114.000,45221,3,MZ,1,100,-58
1752617376.544566,291154.000,45221,3,MZ,1,100,-59
1752617376.584566,291194.000,45221,3,MZ,1,100,-59
1752617376.624566,291234.000,45237,2,MZ,1,100,-59
1752617376.664566,291274.000,45237,2,MZ,1,100,-58
1752617376.704566,291314.000,45254,3,MZ,1,100,-58
1752617376.744566,291354.000,45254,3,MZ,1,100,-58
1752617376.784565,291394.000,45254,3,MZ,1,100,-58
1752617376.824565,291434.000,45272,2,MZ,1,100,-59
1752617376.864565,291474.000,45272,2,MZ,1,100,-58
1752617376.904565,291514.000,45289,3,MZ,1,100,-59
1752617376.944565,291554.000,45289,3,MZ,1,100,-59
1752617376.984565,291594.000,45289,3,MZ,1,100,-59
1752617377.024565,291634.000,45304,2,MZ,1,100,-59
1752617377.064564,291674.000,45304,2,MZ,1,100,-58
1752617377.104564,291714.000,45321,3,MZ,1,100,-58
1752617377.144564,291754.000,45321,3,MZ,1,100,-58
1752617377.184564,291794.000,45321,3,MZ,1,100,-59
1752617377.224564,291834.000,45338,2,MZ,1,100,-59
1752617377.264564,291874.000,45338,2,MZ,1,100,-58
1752617377.304564,291914.000,45357,3,MZ,1,100,-58
1752617377.344563,291954.000,45357,3,MZ,1,100,-61
1752617377.384563,291994.000,45357,3,MZ,1,100,-58
1752617377.424563,292034.000,45379,4,MZ,1,100,-59
1752617377.464563,292074.000,45379,4,MZ,1,100,-59
1752617377.504563,292114.000,45379,4,MZ,1,100,-59
1752617377.544563,292154.000,45379,4,MZ,1,100,-59
1752617377.584563,292194.000,45396,3,MZ,1,100,-58
1752617377.624562,292234.000,45396,3,MZ,1,100,-59
1752617377.664562,292274.000,45396,3,MZ,1,100,-59
1752617377.704562,292314.000,45411,2,MZ,1,100,-59
1752617377.744562,292354.000,45411,2,MZ,1,100,-59
1752617377.784562,292394.000,45427,3,MZ,1,100,-59
1752617377.824562,292434.000,45427,3,MZ,1,100,-58
1752617377.864562,292474.000,45427,3,MZ,1,100,-58
1752617377.904561,292514.000,45445,2,MZ,1,100,-60
1752617377.944561,292554.000,45445,2,MZ,1,100,-59
1752617377.984561,292594.000,45461,3,MZ,1,100,-59
1752617378.024561,292634.000,45461,3,MZ,1,100,-59
1752617378.064561,292674.000,45461,3,MZ,1,100,-59
1752617378.104561,292714.000,45478,2,MZ,1,100,-59
1752617378.144561,292754.000,45478,2,MZ,1,100,-59
1752617378.184560,292794.000,45495,3,MZ,1,100,-59
1752617378.224560,292834.000,45495,3,MZ,1,100,-59
1752617378.264560,292874.000,45495,3,MZ,1,100,-59
1752617378.304560,292914.000,45512,2,MZ,1,100,-59
1752617378.344560,292954.000,45512,2,MZ,1,100,-59
1752617378.384560,292994.000,45528,3,MZ,1,100,-59
1752617378.424560,293034.000,45528,3,MZ,1,100,-59
1752617378.464559,293074.000,45528,3,MZ,1,100,-61
