LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1752622342.211646,154158.000,23202,3,AY,1,100,-0.026
1752622342.251646,154198.000,23219,2,AY,1,100,-0.020
1752622342.291646,154238.000,23219,2,AY,1,100,-0.017
1752622342.331646,154278.000,23237,3,AY,1,100,-0.008
1752622342.371647,154318.000,23237,3,AY,1,100,-0.010
1752622342.411647,154358.000,23237,3,AY,1,100,-0.017
1752622342.447647,154394.000,23252,3,AY,1,100,-0.018
1752622342.483648,154430.000,23252,3,AY,1,100,-0.017
1752622342.519648,154466.000,23252,3,AY,1,100,-0.016
1752622342.559648,154506.000,23269,2,AY,1,100,-0.013
1752622342.599649,154546.000,23269,2,AY,1,100,-0.010
1752622342.639649,154586.000,23288,3,AY,1,100,-0.017
1752622342.679649,154626.000,23288,3,AY,1,100,-0.020
1752622342.719650,154666.000,23288,3,AY,1,100,-0.016
1752622342.759650,154706.000,23304,2,AY,1,100,-0.016
1752622342.799650,154746.000,23304,2,AY,1,100,0.009
1752622342.839650,154786.000,23320,3,AY,1,100,-0.015
1752622342.879651,154826.000,23320,3,AY,1,100,-0.040
1752622342.919651,154866.000,23320,3,AY,1,100,-0.028
1752622342.959651,154906.000,23336,2,AY,1,100,-0.024
1752622342.999652,154946.000,23336,2,AY,1,100,-0.015
1752622343.039652,154986.000,23355,3,AY,1,100,-0.019
1752622343.079652,155026.000,23355,3,AY,1,100,-0.023
1752622343.119653,155066.000,23355,3,AY,1,100,-0.017
1752622343.159653,155106.000,23374,3,AY,1,100,-0.013
1752622343.199653,155146.000,23374,3,AY,1,100,-0.014
1752622343.239654,155186.000,23374,3,AY,1,100,-0.021
1752622343.279654,155226.000,23390,2,AY,1,100,-0.025
1752622343.319654,155266.000,23390,2,AY,1,100,-0.017
1752622343.359655,155306.000,23407,3,AY,1,100,-0.007
1752622343.399655,155346.000,23407,3,AY,1,100,-0.023
1752622343.439655,155386.000,23407,3,AY,1,100,-0.014
1752622343.479655,155426.000,23425,2,AY,1,100,-0.018
1752622343.519656,155466.000,23425,2,AY,1,100,-0.019
1752622343.559656,155506.000,23441,3,AY,1,100,-0.018
1752622343.599656,155546.000,23441,3,AY,1,100,-0.020
1752622343.639657,155586.000,23441,3,AY,1,100,-0.026
1752622343.679657,155626.000,23458,2,AY,1,100,-0.022
1752622343.719657,155666.000,23458,2,AY,1,100,-0.013
1752622343.759324,155705.667,23474,3,AY,1,100,-0.023
